City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Chennai,2015-09-30 15:00:00,41.56,,12.09,11.73,18.14,13.7,0.96,10.86,52.58,,,,169.0,Moderate
Chennai,2015-11-06 00:00:00,46.8,,14.35,23.75,19.87,23.62,1.13,5.64,28.8,,,,110.0,Moderate
Chennai,2015-11-30 03:00:00,20.77,,4.17,6.61,9.79,164.01,1.74,5.36,46.56,,,,88.0,Satisfactory
Chennai,2015-12-22 00:00:00,55.32,,9.19,15.44,25.68,181.34,1.07,1.38,26.98,,,,118.0,Moderate
Chennai,2015-12-23 08:00:00,51.2,,25.28,32.69,58.8,141.28,1.04,1.17,31.54,,,,95.0,Satisfactory
Chennai,2016-02-28 17:00:00,31.32,,4.9,10.3,8.93,,1.78,2.31,27.8,1.27,1.89,,70.0,Satisfactory
Chennai,2016-05-03 02:00:00,65.09,,5.65,15.12,14.76,178.36,0.67,3.72,28.94,1.07,1.52,,136.0,Moderate
Chennai,2016-06-10 02:00:00,,,,,,,,,,,,,,
Chennai,2016-07-10 11:00:00,53.5,,6.17,13.78,13.54,106.5,0.78,2.57,23.7,1.2,4.74,,72.0,Satisfactory
Chennai,2016-10-26 07:00:00,98.8,,6.84,28.48,15.25,,0.0,15.61,2.86,3.18,7.28,,197.0,Moderate
Chennai,2016-11-09 07:00:00,86.02,,13.39,23.99,20.2,,0.0,3.29,2.6,0.0,0.76,,153.0,Moderate
Chennai,2016-11-28 07:00:00,101.14,,7.51,31.49,20.16,,0.0,8.93,5.5,0.53,0.0,,208.0,Poor
Chennai,2016-12-01 09:00:00,93.97,,2.33,25.3,13.27,,0.0,2.58,57.84,0.16,0.0,,189.0,Moderate
Chennai,2017-01-10 20:00:00,38.08,,4.01,15.56,11.09,,0.0,2.25,14.6,0.0,0.0,,434.0,Severe
Chennai,2017-04-02 22:00:00,30.42,,3.09,9.78,6.91,,0.0,5.12,11.89,0.0,0.0,,63.0,Satisfactory
Chennai,2017-04-22 11:00:00,52.2,,2.98,12.74,10.28,,0.36,2.3,92.13,0.0,0.0,,197.0,Moderate
Chennai,2017-05-17 17:00:00,218.25,,10.37,17.38,11.8,,0.0,6.62,,0.46,0.63,,155.0,Moderate
Chennai,2017-07-26 18:00:00,,,5.39,9.91,8.57,,0.0,3.31,24.3,0.0,0.0,,230.0,Poor
Chennai,2018-04-02 10:00:00,56.81,,15.05,25.38,20.55,21.39,0.84,6.56,53.43,0.0,5.13,,70.0,Satisfactory
Chennai,2018-04-18 16:00:00,68.03,,22.24,30.58,26.95,32.81,2.09,3.36,44.3,3.28,10.22,,56.0,Satisfactory
Chennai,2018-05-03 04:00:00,33.66,,11.91,22.62,19.13,117.24,0.54,2.1,43.66,0.81,1.5,,115.0,Moderate
Chennai,2018-06-12 01:00:00,47.96,,9.05,21.05,16.23,17.9,0.91,6.72,15.92,0.0,0.0,,82.0,Satisfactory
Chennai,2018-10-16 03:00:00,17.25,,8.6,10.22,18.82,60.25,0.84,7.58,21.38,0.0,0.0,,71.0,Satisfactory
Chennai,2018-12-12 03:00:00,109.68,,18.19,26.1,42.99,19.28,0.71,7.77,22.9,0.0,1.82,,197.0,Moderate
Chennai,2019-02-24 10:00:00,48.85,,5.84,11.92,17.77,15.58,1.03,6.18,48.88,0.0,0.0,,82.0,Satisfactory
Chennai,2019-03-20 19:00:00,51.16,,34.6,32.86,55.37,40.13,0.77,4.16,17.63,0.0,2.27,,114.0,Moderate
Chennai,2019-04-02 09:00:00,53.26,,6.45,12.18,18.63,1.33,1.08,6.02,24.66,0.0,0.0,,145.0,Moderate
Chennai,2019-04-26 20:00:00,29.54,,5.83,10.77,16.6,1.79,1.13,5.44,13.85,0.0,0.0,,75.0,Satisfactory
Chennai,2019-05-02 04:00:00,25.44,,3.89,12.46,16.35,2.22,0.63,5.18,19.4,0.55,0.0,,83.0,Satisfactory
Chennai,2019-07-02 18:00:00,48.86,,6.54,21.64,28.18,6.71,0.87,5.57,32.08,0.0,2.85,,63.0,Satisfactory
Chennai,2019-08-18 20:00:00,16.06,22.63,7.55,15.33,22.87,28.61,0.62,4.27,18.31,0.0,4.69,,43.0,Good
Chennai,2019-10-01 01:00:00,26.71,148.01,6.62,12.23,13.23,8.36,0.9,7.33,67.86,0.0,0.0,,92.0,Satisfactory
Chennai,2019-11-13 14:00:00,18.94,94.37,5.35,11.79,12.76,58.59,0.47,4.8,48.74,0.04,1.24,,77.0,Satisfactory
Chennai,2019-11-26 05:00:00,45.29,53.8,8.08,16.76,24.84,48.52,0.37,15.3,14.2,0.0,0.85,,73.0,Satisfactory
Chennai,2019-12-21 07:00:00,76.57,82.93,15.16,22.24,37.04,111.7,1.0,7.39,17.13,7.19,0.0,,112.0,Moderate
Chennai,2020-01-29 09:00:00,64.94,86.92,18.63,23.72,42.35,41.82,1.48,12.41,23.27,13.6,0.0,,80.0,Satisfactory
Chennai,2020-02-06 00:00:00,40.82,44.61,10.08,17.92,27.98,35.52,0.84,10.65,25.3,0.0,0.0,,91.0,Satisfactory
Chennai,2020-02-24 05:00:00,27.78,56.91,17.79,14.11,28.13,97.72,0.96,8.64,9.16,1.21,0.0,,63.0,Satisfactory
Chennai,2020-04-13 23:00:00,21.43,,5.65,6.9,10.35,42.54,0.62,15.98,36.33,0.3,0.0,,61.0,Satisfactory
Chennai,2020-05-03 00:00:00,14.7,,4.03,2.83,6.81,24.0,0.7,6.79,40.6,0.27,0.0,,77.0,Satisfactory
Coimbatore,2019-06-15 10:00:00,31.17,41.99,7.71,4.83,12.55,6.47,1.12,10.0,22.2,0.03,0.97,,59.0,Satisfactory
Coimbatore,2019-07-09 07:00:00,19.6,24.98,13.39,16.18,29.57,31.99,1.12,9.23,7.97,0.02,0.1,,63.0,Satisfactory
Coimbatore,2019-07-11 21:00:00,51.49,58.81,13.8,16.04,29.83,28.81,1.22,10.23,7.76,0.06,0.65,,68.0,Satisfactory
Coimbatore,2019-07-23 12:00:00,,,11.71,16.8,28.52,28.13,1.43,9.32,27.06,0.04,0.19,,72.0,Satisfactory
Coimbatore,2019-07-23 13:00:00,34.13,35.64,9.53,15.59,25.12,28.21,1.39,11.18,32.11,0.04,0.15,,72.0,Satisfactory
Coimbatore,2019-08-26 23:00:00,22.29,29.67,8.22,6.03,14.26,,1.39,8.21,17.86,0.01,0.0,,82.0,Satisfactory
Coimbatore,2019-09-04 12:00:00,24.12,41.53,10.15,8.82,18.99,2.69,1.7,12.94,19.04,0.02,0.0,,96.0,Satisfactory
Coimbatore,2019-09-06 17:00:00,18.57,40.85,8.08,2.96,11.05,4.35,1.83,8.0,20.66,0.0,0.46,,92.0,Satisfactory
Coimbatore,2019-09-07 09:00:00,15.6,19.48,9.38,6.34,15.71,3.79,1.76,8.59,15.05,0.02,0.04,,102.0,Moderate
Coimbatore,2019-09-17 22:00:00,26.18,29.27,7.68,4.3,11.98,4.31,1.66,8.69,11.0,0.01,0.07,,86.0,Satisfactory
Coimbatore,2019-09-20 23:00:00,,,7.26,15.08,22.34,0.7,1.4,8.93,8.3,0.01,0.08,,93.0,Satisfactory
Coimbatore,2019-09-27 05:00:00,33.69,35.28,10.72,11.94,22.67,2.8,1.67,10.37,0.49,0.02,0.23,,84.0,Satisfactory
Coimbatore,2019-10-07 22:00:00,16.93,18.01,5.98,0.93,6.91,4.94,1.53,8.83,36.53,0.02,0.04,,79.0,Satisfactory
Coimbatore,2019-10-12 11:00:00,31.77,41.28,7.88,14.89,22.84,0.28,1.79,11.03,59.77,0.01,0.11,,95.0,Satisfactory
Coimbatore,2019-10-17 13:00:00,0.1,2.34,8.76,16.08,24.84,4.89,1.92,12.71,49.53,0.0,0.0,,,
Coimbatore,2019-10-25 19:00:00,50.88,53.62,8.5,15.81,24.36,5.28,1.91,17.38,32.41,0.0,0.0,,96.0,Satisfactory
Coimbatore,2019-10-30 03:00:00,,9.13,5.76,3.89,9.65,7.35,1.66,9.14,27.24,0.0,0.0,,95.0,Satisfactory
Coimbatore,2019-11-04 19:00:00,43.53,60.94,17.93,91.45,109.42,,1.97,17.13,17.61,0.0,0.0,,,
Coimbatore,2019-11-23 15:00:00,30.8,45.06,7.47,22.24,29.72,1.81,0.73,16.89,65.76,0.0,0.0,,68.0,Satisfactory
Coimbatore,2019-12-05 19:00:00,59.66,82.94,14.79,77.99,92.84,,1.25,15.26,25.97,0.01,0.02,,78.0,Satisfactory
Coimbatore,2019-12-30 00:00:00,,,0.52,,,7.58,0.07,,56.05,0.01,0.0,,,
Coimbatore,2020-01-02 12:00:00,25.49,43.19,0.68,,,5.26,0.24,2.77,41.79,0.02,0.0,,58.0,Satisfactory
Coimbatore,2020-01-05 12:00:00,23.31,32.3,1.08,22.23,23.17,,0.16,6.6,31.54,0.01,0.0,,72.0,Satisfactory
Coimbatore,2020-01-18 01:00:00,45.38,50.44,0.32,72.75,73.09,,0.18,6.48,28.56,0.01,0.0,,86.0,Satisfactory
Coimbatore,2020-01-29 13:00:00,48.59,63.76,1.06,31.7,32.81,,0.09,0.14,84.61,0.01,0.0,,93.0,Satisfactory
Coimbatore,2020-02-27 16:00:00,44.41,64.47,0.41,36.23,36.7,,0.77,11.02,93.23,0.0,0.0,,97.0,Satisfactory
Coimbatore,2020-03-03 20:00:00,65.17,81.82,0.53,41.17,41.64,,0.84,8.02,68.03,0.01,0.0,,153.0,Moderate
Coimbatore,2020-03-18 17:00:00,26.26,42.53,0.67,67.29,68.01,,0.52,9.15,72.88,0.0,0.0,,81.0,Satisfactory
Coimbatore,2020-03-29 04:00:00,,,0.6,56.43,57.05,,0.63,6.0,14.25,0.0,0.08,,,
Coimbatore,2020-03-30 00:00:00,,,1.21,87.75,88.95,,0.68,6.0,22.78,0.0,0.0,,,
Coimbatore,2020-03-30 01:00:00,,25.45,1.24,88.91,90.05,,0.7,6.22,19.08,0.0,0.05,,,
Coimbatore,2020-04-07 06:00:00,13.07,13.51,0.43,51.36,51.8,,0.45,6.15,25.84,0.0,0.0,,,
Coimbatore,2020-04-11 11:00:00,15.09,15.19,0.46,46.45,46.89,,0.56,6.54,20.16,0.0,0.0,,,
Coimbatore,2020-04-12 11:00:00,24.96,272.75,0.81,69.62,70.38,,0.65,6.19,23.06,0.0,0.09,,,
Coimbatore,2020-04-12 12:00:00,24.38,258.84,0.86,73.32,74.27,,0.65,5.98,27.41,0.0,0.09,,93.0,Satisfactory
Coimbatore,2020-04-16 04:00:00,23.33,24.46,1.26,84.14,85.4,,0.6,6.16,9.74,0.0,0.01,,92.0,Satisfactory
Coimbatore,2020-04-27 23:00:00,,,,,,,,,,,,,,
Coimbatore,2020-05-01 13:00:00,20.99,21.35,0.59,27.27,27.83,,1.41,6.45,22.84,0.0,0.0,,77.0,Satisfactory
Coimbatore,2020-05-04 04:00:00,30.7,35.76,1.14,49.36,50.52,,1.41,5.89,10.99,0.0,0.0,,80.0,Satisfactory
Coimbatore,2020-05-11 16:00:00,45.2,58.78,,,,23.45,,2.98,28.13,0.0,0.0,,49.0,Good
Coimbatore,2020-05-11 20:00:00,,,,,,,,,,,,,52.0,Satisfactory
Coimbatore,2020-05-26 17:00:00,26.41,48.52,,34.45,22.6,,0.92,6.29,32.62,0.0,0.03,,52.0,Satisfactory
Coimbatore,2020-05-30 11:00:00,25.77,27.91,,46.34,40.8,,1.06,5.9,17.97,0.0,0.0,,60.0,Satisfactory
Coimbatore,2020-06-04 15:00:00,12.82,23.79,,12.89,8.83,1.52,1.01,5.33,15.04,0.0,0.0,,52.0,Satisfactory
Coimbatore,2020-06-08 22:00:00,,,,53.07,34.67,,0.55,6.75,10.14,0.0,0.0,,39.0,Good
Coimbatore,2020-06-14 07:00:00,9.41,10.48,,34.84,16.18,,0.49,6.59,10.14,0.0,0.0,,24.0,Good
Coimbatore,2020-06-16 17:00:00,19.23,30.46,,27.95,9.5,1.79,0.52,5.4,16.16,0.0,0.0,,27.0,Good
Coimbatore,2020-06-18 09:00:00,,,,50.04,31.83,,0.53,6.01,9.01,0.0,0.0,,36.0,Good
Coimbatore,2020-06-19 11:00:00,20.69,25.6,,33.57,15.22,2.5,0.59,5.87,11.18,0.0,0.0,,33.0,Good
Coimbatore,2020-06-28 10:00:00,,,,35.57,17.0,,0.58,5.5,11.24,0.0,0.0,,,
Delhi,2015-01-01 17:00:00,191.12,257.4,15.44,38.4,51.24,34.98,13.11,18.0,34.38,3.58,5.23,3.78,450.0,Severe
Delhi,2015-02-15 09:00:00,199.14,589.19,49.54,62.3,80.6,61.37,17.08,7.22,26.38,5.4,9.15,4.74,385.0,Very Poor
Delhi,2015-02-22 04:00:00,134.13,125.02,12.93,27.32,27.13,78.6,11.3,4.4,22.85,1.15,3.59,1.62,323.0,Very Poor
Delhi,2015-04-23 14:00:00,99.26,154.2,11.59,52.2,43.74,26.82,5.96,17.34,55.97,1.7,5.58,3.23,369.0,Very Poor
Delhi,2015-04-27 13:00:00,59.6,193.56,10.42,28.91,35.37,33.28,7.59,11.2,76.13,1.45,4.53,2.84,239.0,Poor
Delhi,2015-05-25 18:00:00,96.29,241.54,40.06,37.27,71.56,27.61,4.52,6.48,80.01,0.92,3.01,,328.0,Very Poor
Delhi,2015-07-02 22:00:00,68.37,246.88,11.68,44.53,112.79,38.8,0.9,6.45,73.17,1.75,14.04,,245.0,Poor
Delhi,2015-08-01 17:00:00,48.01,161.96,25.96,36.14,89.65,21.55,0.65,6.52,42.8,1.9,7.55,,173.0,Moderate
Delhi,2015-10-10 03:00:00,208.42,294.74,148.96,79.96,173.23,41.1,3.09,13.2,71.74,14.11,43.36,4.94,377.0,Very Poor
Delhi,2015-11-29 17:00:00,178.4,370.51,22.72,70.11,84.31,68.41,1.69,27.19,94.72,2.62,6.35,0.0,319.0,Very Poor
Delhi,2016-03-23 08:00:00,137.13,199.33,8.25,43.23,42.05,36.62,1.3,30.89,120.58,2.6,2.24,,203.0,Poor
Delhi,2016-04-29 08:00:00,337.08,652.54,74.45,121.2,108.59,49.63,2.55,103.04,20.7,7.78,14.0,,375.0,Very Poor
Delhi,2016-08-12 11:00:00,60.53,93.07,16.44,26.25,51.33,30.19,0.94,22.1,61.5,1.12,6.58,,93.0,Satisfactory
Delhi,2016-09-24 06:00:00,36.5,65.0,16.16,35.75,49.43,26.21,0.75,12.24,34.99,1.1,2.55,,250.0,Poor
Delhi,2016-10-09 20:00:00,131.5,369.55,59.39,147.66,159.5,47.38,1.66,19.75,169.38,3.28,9.36,,412.0,Severe
Delhi,2016-10-16 18:00:00,57.56,200.56,29.2,101.53,90.88,31.18,0.66,15.39,62.59,0.69,3.28,,419.0,Severe
Delhi,2016-10-17 22:00:00,212.2,365.86,136.56,149.31,166.55,41.75,3.34,39.76,134.33,4.28,24.12,,433.0,Severe
Delhi,2016-10-27 19:00:00,193.32,431.9,179.73,164.46,198.5,59.02,2.17,23.0,141.09,10.99,31.22,,612.0,Severe
Delhi,2016-11-18 08:00:00,220.65,530.45,97.31,84.37,82.75,40.37,0.77,14.96,25.11,3.65,4.65,,483.0,Severe
Delhi,2017-04-13 14:00:00,67.37,177.31,35.76,84.58,39.94,20.04,0.38,39.13,29.36,2.69,17.22,,397.0,Very Poor
Delhi,2017-05-12 14:00:00,178.56,473.0,17.09,49.4,19.32,37.97,0.67,66.32,18.67,2.92,14.01,,540.0,Severe
Delhi,2017-06-01 16:00:00,75.97,162.33,12.94,73.91,27.24,41.16,0.64,26.03,62.3,2.24,9.21,,224.0,Poor
Delhi,2017-06-08 07:00:00,40.5,,28.02,37.6,6.6,35.1,0.0,,,0.61,0.0,,67.0,Satisfactory
Delhi,2017-06-26 09:00:00,50.5,367.5,20.25,45.97,6.32,38.03,0.0,,,0.85,0.0,,101.0,Moderate
Delhi,2017-12-24 10:00:00,231.49,300.45,78.88,86.1,8.54,86.56,1.42,20.68,45.55,5.89,10.0,0.7,309.0,Very Poor
Delhi,2018-01-07 09:00:00,214.17,288.1,19.38,41.4,4.28,50.54,1.25,13.92,46.06,2.89,3.45,0.35,399.0,Very Poor
Delhi,2018-04-19 02:00:00,88.51,276.4,21.79,57.61,49.46,33.38,1.06,13.43,37.11,2.51,2.51,0.0,228.0,Poor
Delhi,2018-05-14 11:00:00,53.57,162.71,10.73,38.07,36.12,43.89,1.97,13.19,58.15,1.46,4.04,0.0,158.0,Moderate
Delhi,2018-05-26 05:00:00,133.89,257.58,67.58,74.98,108.95,47.8,1.26,16.81,8.73,7.87,8.37,0.0,225.0,Poor
Delhi,2018-07-12 10:00:00,44.96,119.17,11.53,35.33,30.88,31.91,0.74,11.29,31.34,1.16,18.41,0.89,113.0,Moderate
Delhi,2018-08-31 15:00:00,38.43,159.21,6.32,18.8,16.96,28.27,0.6,9.01,34.28,0.98,23.79,0.15,132.0,Moderate
Delhi,2018-10-02 18:00:00,37.46,130.08,10.58,35.4,28.2,31.79,0.73,10.86,40.16,1.51,34.74,0.01,190.0,Moderate
Delhi,2018-10-06 01:00:00,101.03,239.06,66.78,54.37,83.48,39.47,1.54,13.95,16.92,7.48,85.01,2.37,281.0,Poor
Delhi,2018-10-23 21:00:00,170.32,452.21,144.7,89.24,163.91,41.82,3.63,21.07,26.58,12.07,119.63,7.11,279.0,Poor
Delhi,2018-10-27 11:00:00,261.06,484.91,56.12,112.63,111.67,62.24,2.1,26.22,57.36,10.44,87.74,4.97,387.0,Very Poor
Delhi,2018-11-15 11:00:00,82.92,147.11,18.9,44.24,39.94,48.41,1.1,17.53,37.14,3.32,22.03,2.28,250.0,Poor
Delhi,2018-11-20 12:00:00,225.4,375.68,19.89,65.78,54.52,57.46,1.62,19.36,75.09,5.29,34.61,2.17,371.0,Very Poor
Delhi,2018-11-27 12:00:00,234.44,416.23,52.87,82.54,91.04,52.46,1.93,22.28,43.95,9.02,69.83,4.08,412.0,Severe
Delhi,2018-12-30 01:00:00,483.21,672.39,214.7,80.05,235.58,68.4,4.65,18.93,21.33,15.5,103.6,4.86,427.0,Severe
Delhi,2019-01-27 23:00:00,160.55,251.3,25.36,62.25,54.18,35.86,1.17,16.82,20.41,3.87,24.02,0.22,308.0,Very Poor
Delhi,2019-02-21 12:00:00,52.07,156.67,12.19,35.59,31.41,37.78,0.85,17.23,44.05,2.41,15.16,1.18,147.0,Moderate
Delhi,2019-03-30 01:00:00,120.18,256.1,45.49,58.44,73.04,41.73,1.65,22.73,22.9,6.88,54.01,0.95,262.0,Poor
Delhi,2019-05-28 09:00:00,115.7,255.95,25.66,56.46,54.17,41.4,1.2,31.31,66.67,4.54,17.51,0.45,169.0,Moderate
Delhi,2019-08-31 19:00:00,60.61,131.66,12.03,52.16,41.25,44.64,1.72,8.21,34.86,3.52,37.89,0.44,124.0,Moderate
Delhi,2019-09-19 23:00:00,30.95,88.77,9.76,34.13,28.72,24.74,0.99,10.44,17.94,2.38,22.42,1.29,78.0,Satisfactory
Delhi,2019-09-21 18:00:00,33.96,101.89,12.22,25.29,25.16,21.69,0.8,8.96,28.47,1.72,32.94,0.38,124.0,Moderate
Delhi,2019-11-26 11:00:00,153.51,307.31,39.43,64.77,71.75,39.23,1.47,33.6,41.5,5.16,38.18,0.75,279.0,Poor
Delhi,2020-02-25 01:00:00,110.1,191.6,38.34,54.04,66.44,37.11,1.22,14.81,17.74,3.12,22.78,0.22,165.0,Moderate
Delhi,2020-03-18 20:00:00,47.19,152.4,32.31,68.14,68.01,29.3,1.3,13.53,20.96,3.03,35.43,0.2,162.0,Moderate
Delhi,2020-03-29 22:00:00,39.38,70.77,7.23,19.53,18.06,24.56,0.63,11.49,30.95,1.15,9.64,0.16,70.0,Satisfactory
Ernakulam,2020-01-22 15:00:00,,,,,,,,,,,,,,
Ernakulam,2020-01-25 15:00:00,38.0,66.08,126.04,7.9,133.95,103.06,0.75,3.38,,0.45,0.79,0.0,154.0,Moderate
Ernakulam,2020-02-01 00:00:00,24.88,56.86,41.15,19.65,60.79,27.23,1.05,3.41,,1.69,2.98,0.35,86.0,Satisfactory
Ernakulam,2020-02-15 16:00:00,,,,,,,,,,,,,,
Ernakulam,2020-02-16 04:00:00,27.25,48.13,89.5,,88.48,17.55,1.02,4.33,,0.06,0.11,0.0,,
Ernakulam,2020-02-19 05:00:00,76.79,101.85,66.03,1.13,67.16,12.04,1.28,3.75,,2.79,2.17,0.35,109.0,Moderate
Ernakulam,2020-02-19 07:00:00,92.05,124.72,65.35,1.2,66.56,11.86,1.66,3.59,,2.4,1.83,0.05,118.0,Moderate
Ernakulam,2020-02-20 23:00:00,35.78,58.76,61.33,1.57,62.91,11.14,1.88,3.59,,0.76,2.42,0.81,94.0,Satisfactory
Ernakulam,2020-02-21 04:00:00,80.72,108.72,59.36,1.8,61.15,10.63,1.51,3.41,,1.49,2.23,0.63,94.0,Satisfactory
Ernakulam,2020-02-25 14:00:00,43.81,87.3,59.69,1.67,61.36,11.0,1.31,3.81,,1.02,2.15,0.24,98.0,Satisfactory
Ernakulam,2020-02-26 07:00:00,,,,,,,,,,,,,74.0,Satisfactory
Ernakulam,2020-02-29 18:00:00,35.03,69.43,53.09,2.32,55.42,9.52,1.24,3.35,,0.36,0.9,0.0,101.0,Moderate
Ernakulam,2020-02-29 22:00:00,24.93,42.91,53.23,2.25,55.5,9.69,1.06,3.57,,0.23,0.7,0.0,70.0,Satisfactory
Ernakulam,2020-03-01 14:00:00,33.94,63.72,51.8,2.44,54.24,9.26,1.16,3.5,,0.46,0.46,0.0,94.0,Satisfactory
Ernakulam,2020-03-09 20:00:00,30.91,58.19,0.17,7.0,7.08,0.03,1.83,3.58,,0.81,3.18,0.82,94.0,Satisfactory
Ernakulam,2020-03-10 15:00:00,,,,,,,,,,,,,,
Ernakulam,2020-03-15 00:00:00,50.22,60.88,0.97,2.99,2.37,1.98,1.47,3.53,,1.27,2.19,0.0,96.0,Satisfactory
Ernakulam,2020-03-15 22:00:00,27.06,65.0,0.95,2.99,2.37,1.94,1.41,3.54,,0.46,1.11,0.0,78.0,Satisfactory
Ernakulam,2020-03-22 07:00:00,33.05,51.0,1.95,3.5,5.2,3.27,1.38,3.36,,0.43,0.52,0.0,69.0,Satisfactory
Ernakulam,2020-03-22 17:00:00,17.14,38.12,2.08,3.5,5.29,3.37,1.0,3.37,,0.05,0.0,0.0,55.0,Satisfactory
Ernakulam,2020-03-25 18:00:00,9.94,20.34,1.06,3.51,4.33,1.99,1.19,3.56,,0.0,0.0,0.0,65.0,Satisfactory
Ernakulam,2020-03-26 04:00:00,18.2,29.43,1.96,3.5,5.17,3.27,1.12,3.27,,0.27,0.39,0.0,60.0,Satisfactory
Ernakulam,2020-03-28 17:00:00,18.86,46.0,1.96,3.5,5.19,3.24,0.98,3.1,,0.0,0.0,0.0,58.0,Satisfactory
Ernakulam,2020-04-03 08:00:00,37.94,65.22,6.85,1.3,6.67,3.29,1.44,3.53,,0.11,0.09,0.0,72.0,Satisfactory
Ernakulam,2020-04-04 14:00:00,22.83,48.75,6.61,1.3,6.45,2.92,1.3,3.55,,0.01,0.01,0.0,71.0,Satisfactory
Ernakulam,2020-04-08 04:00:00,16.94,29.91,6.99,1.3,6.8,3.44,1.39,3.62,,0.12,0.14,0.0,75.0,Satisfactory
Ernakulam,2020-04-12 16:00:00,15.83,27.88,3.61,2.8,5.7,3.45,1.17,3.08,,0.0,0.0,0.0,66.0,Satisfactory
Ernakulam,2020-04-14 06:00:00,23.91,41.97,4.0,3.5,5.3,3.49,1.43,3.56,,0.11,0.08,0.0,77.0,Satisfactory
Ernakulam,2020-04-15 07:00:00,9.09,20.05,6.4,3.5,5.3,3.49,1.33,3.27,,0.13,0.89,0.0,68.0,Satisfactory
Ernakulam,2020-04-16 02:00:00,22.91,28.97,6.37,2.7,5.28,3.41,1.31,3.23,,0.47,0.41,0.0,72.0,Satisfactory
Ernakulam,2020-04-21 04:00:00,5.91,16.71,205.67,,190.68,305.43,0.87,3.37,,0.07,0.21,0.0,69.0,Satisfactory
Ernakulam,2020-04-23 08:00:00,28.5,42.94,51.44,,46.87,83.3,1.56,1.31,,0.55,0.67,0.0,78.0,Satisfactory
Ernakulam,2020-04-23 10:00:00,28.5,48.0,40.22,,36.7,64.49,1.55,2.02,,0.65,0.97,0.0,79.0,Satisfactory
Ernakulam,2020-04-23 20:00:00,,,11.04,,10.05,18.97,1.29,1.36,,0.0,0.06,0.0,64.0,Satisfactory
Ernakulam,2020-04-27 10:00:00,19.94,43.91,12.63,,11.41,32.3,1.51,2.9,,0.16,0.2,0.08,76.0,Satisfactory
Ernakulam,2020-05-03 21:00:00,16.11,35.09,8.13,,7.32,25.3,1.59,2.91,,0.0,0.01,0.0,80.0,Satisfactory
Ernakulam,2020-05-06 07:00:00,35.97,62.09,7.26,,6.54,23.02,1.99,2.86,,0.28,0.22,0.0,100.0,Satisfactory
Ernakulam,2020-05-08 04:00:00,3.0,10.11,11.76,,10.57,42.34,1.47,2.66,,0.0,0.05,0.42,,
Ernakulam,2020-05-08 06:00:00,8.05,20.17,11.41,,10.27,41.14,1.52,2.69,,0.09,0.17,0.4,81.0,Satisfactory
Ernakulam,2020-05-17 08:00:00,27.05,47.26,7.08,,6.36,26.74,2.19,2.9,,0.06,0.08,0.0,102.0,Moderate
Ernakulam,2020-05-18 14:00:00,15.8,31.0,6.83,,6.15,25.93,2.62,2.89,,0.27,0.56,0.2,110.0,Moderate
Ernakulam,2020-05-21 20:00:00,8.88,16.8,8.57,,7.71,35.84,1.52,2.69,,0.0,0.0,0.0,82.0,Satisfactory
Ernakulam,2020-05-22 06:00:00,2.41,7.65,7.33,,6.59,30.6,1.45,2.73,,0.04,0.07,0.0,72.0,Satisfactory
Ernakulam,2020-05-29 15:00:00,16.77,38.81,5.75,,5.18,23.03,1.89,2.47,,0.29,1.01,0.0,105.0,Moderate
Ernakulam,2020-06-02 19:00:00,0.31,13.28,5.3,,4.78,21.0,1.89,2.33,,0.26,1.32,0.0,96.0,Satisfactory
Ernakulam,2020-06-06 12:00:00,4.95,12.81,4.84,,4.36,18.88,1.62,2.11,,0.16,0.84,0.0,102.0,Moderate
Ernakulam,2020-06-11 00:00:00,7.1,24.32,4.66,,4.2,18.64,1.84,2.7,,0.51,1.07,0.0,113.0,Moderate
Ernakulam,2020-06-12 16:00:00,25.94,67.12,4.64,1.54,4.18,18.64,3.48,2.72,,2.93,5.73,0.74,119.0,Moderate
Ernakulam,2020-06-27 13:00:00,14.15,28.41,2.6,2.4,1.6,1.56,2.77,2.74,,0.18,0.69,0.0,110.0,Moderate
Ernakulam,2020-06-28 16:00:00,4.13,17.22,6.86,2.11,4.37,6.82,2.1,2.71,,0.06,0.62,0.0,102.0,Moderate
Gurugram,2016-04-07 22:00:00,,,3.53,33.88,13.39,,1.23,28.01,38.2,,,,,
Gurugram,2016-06-02 22:00:00,85.58,,,13.82,4.89,,0.55,4.05,23.17,,,,169.0,Moderate
Gurugram,2016-07-16 18:00:00,18.38,,3.97,3.27,4.99,,0.27,0.78,76.59,,,,77.0,Satisfactory
Gurugram,2016-09-24 15:00:00,33.48,,,,,,0.49,2.26,83.16,,,,83.0,Satisfactory
Gurugram,2016-11-20 19:00:00,66.91,,7.95,9.98,,,,6.15,9.16,4.75,47.56,,239.0,Poor
Gurugram,2017-01-21 17:00:00,245.82,,5.09,10.83,,,0.59,17.04,29.7,2.05,20.45,,,
Gurugram,2017-02-16 20:00:00,118.09,,,6.68,,,0.99,6.28,15.41,0.04,4.42,,330.0,Very Poor
Gurugram,2017-03-05 16:00:00,63.95,,9.35,19.37,,,0.44,5.01,96.29,0.02,2.51,,134.0,Moderate
Gurugram,2017-03-16 04:00:00,,,,,,,,,,,,,,
